Year	PJDay_start	PJDay_end	Jday_start	size	dry_days	trt	block	plot_num	spp	tree	pre_PAR	pre_T	pre_VPD	Ys-min-15	Ys-min-20	Ys-min-d	Ys-max-15	Ys-max-20	Ys-max-d	Ys-15-D	Ys-20-D	Ys-d-D	Ys-min-15-avg	Ys-min-20-avg	Ys-min-d-avg	Ys-max-15-avg	Ys-max-20-avg	Ys-max-d-avg	 Ys-15-D-avg	Ys-20-D-avg	Ys-d-D-avg	vwc_min	vwc_max	vwc-D	vwc-min-avg	vwc-max-avg	vwc-D-avg	Js-pre	Js-post	Js-D	Js-d2
2007	550	550	185	7.62	23	1	3	9	P	3	1771.9	24	3.3979	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.77E-05	4.06E-05	-2.71E-05	0.01623	0.015787	-0.00044281	6.8807	4.4674	-2.4133	NA
2007	551	556	186	3.048	1	1	3	9	P	3	1429.7	22.797	2.9512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.06E-05	0.024415	0.024374	0.015787	0.039886	0.024099	4.4674	3.8557	-0.61164	3.7322
2007	557	566	192	3.556	6	1	3	9	P	3	1518.3	22.81	2.7363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.74E-05	0.026442	0.026395	0.019507	0.03979	0.020283	2.7599	6.8312	4.0713	1.3136
2007	567	569	202	4.318	10	1	3	9	P	3	1615.4	23.972	2.9124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0039271	0.0017146	-0.0022125	0.023283	0.02434	0.0010568	4.1134	5.3287	1.2153	0.71072
2007	570	576	205	4.572	3	1	3	9	P	3	1097.9	20.89	1.6592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.48E-05	0.0093568	0.009262	0.018947	0.034677	0.01573	0.71072	8.3913	7.6806	3.4262
2007	577	577	212	7.874	7	1	3	9	P	3	1319.7	21.517	2.277	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0030583	0.012397	0.0093391	0.025698	0.03925	0.013552	2.6534	1.7548	-0.89857	NA
2007	578	581	213	11.43	1	1	3	9	P	3	1160.9	19.498	1.775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012397	0.096449	0.084052	0.03925	0.09626	0.057009	1.7548	11.911	10.156	5.1131
2007	582	599	217	9.146	4	1	3	9	P	3	1463.3	21.478	1.7544	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.046279	0.10188	0.0556	0.061635	0.10117	0.039533	11.911	10.308	-1.6034	9.0073
2007	600	603	235	3.556	18	1	3	9	P	3	1610.9	25.002	3.0055	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.054749	0.049464	-0.0052849	0.034332	0.034294	-3.86E-05	6.0285	4.142	-1.8865	4.142
2007	604	605	239	4.826	4	1	3	9	P	3	1463.4	24.134	2.8794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.044469	0.041428	-0.0030406	0.02773	0.030114	0.0023842	3.4533	7.605	4.1516	NA
2007	606	608	241	21.34	2	1	3	9	P	3	1662.4	22.554	2.5025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.041428	0.13578	0.09435	0.030114	0.11797	0.08786	2.1312	17.575	15.444	13.521
2007	609	627	244	5.842	3	1	3	9	P	3	1444.5	20.293	1.8042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.049464	0.14076	0.091291	0.040794	0.11131	0.07052	13.521	13.65	0.12901	11.556
2007	628	630	263	46.724	19	1	3	9	P	3	1439.9	20.872	2.1329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.073029	0.16979	0.096757	0.040142	0.13136	0.091215	8.0733	20.097	12.024	20.097
2007	631	641	266	4.318	3	1	3	9	P	3	1231.8	17.507	1.3492	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11596	0.15589	0.039926	0.078688	0.12072	0.042029	20.097	24.448	4.3508	17.155
2007	642	699	277	3.302	11	1	3	9	P	3	1360.9	17.653	1.764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11102	0.10955	-0.001466	0.078401	0.077959	-0.00044161	14.405	21.718	7.3123	21.718
2008	796	829	66	7.112	13	1	3	9	P	3	1293.8	6.6159	0.90087	-0.59061	-0.1	-0.1	-0.55196	-0.006302	-0.00397	0.038646	0.093698	0.09603	-0.48439	-0.48166	-1.04	-0.31653	-0.35989	-0.88862	0.15211	0.12177	0.10168	0.075744	0.084033	0.0082893	0.058411	0.075765	0.017354	NA	NA	NA	NA
2008	830	864	100	4.826	34	1	3	9	P	3	1544.2	9.6618	1.2214	-1.4216	-1.0689	-0.53777	-1.2841	-0.97628	-0.52476	0.13755	0.092644	0.01301	-1.8562	-1.5893	-1.6228	-1.3939	-1.4131	-1.6046	0.46233	0.27415	0.018262	0.049301	0.047419	-0.0018823	0.029036	0.036459	0.0074234	NA	NA	NA	NA
2008	865	865	135	3.556	35	1	3	9	P	3	1705.3	14.011	1.8213	-2.8495	-4.7388	-1.5654	-2.8482	-4.8313	-1.5932	0.001233	-0.092474	-0.02785	-4.4151	-3.5291	-3.1471	-4.242	-3.63	-3.2962	0.25252	-0.058822	-0.066946	0.0038366	0.0012122	-0.0026243	0.014873	0.012609	-0.0022636	NA	NA	NA	NA
2008	866	905	136	3.81	1	1	3	9	P	3	953.04	9.9628	0.3925	-2.8482	-4.8313	-1.5932	-2.5026	-0.1	-1.4841	0.34563	4.7313	0.10918	-4.242	-3.63	-3.2962	-2.5568	-2.4343	-2.8505	1.9474	1.3237	0.24261	0.0012122	0.023963	0.02275	0.012609	0.036106	0.023496	NA	NA	NA	NA
2008	906	913	176	19	40	1	3	9	P	3	1709.5	21.412	2.8077	-6.1166	-5.9287	-2.7752	-4.9351	-0.057409	-2.2389	1.1816	5.8713	0.53633	-6.1016	-6.956	-5.0958	-1.3029	-2.7426	-4.0773	5.4013	4.0911	0.89291	0	0.099037	0.099037	0.011169	0.084825	0.073656	4.3267	8.1905	3.8638	7.6687
2008	914	914	184	5.334	8	1	3	9	P	3	1488.7	23.126	3.0144	-6.3266	-5.3761	-2.8208	-4.7456	-0.8577	-2.2183	1.5811	4.5184	0.60249	-3.2643	-6.1452	-5.351	-1.3238	-2.8446	-4.1353	2.0808	3.3006	1.2157	0.078025	0.083852	0.0058272	0.058772	0.0632	0.0044285	2.5432	5.0466	2.5034	NA
2008	915	919	185	4.318	1	1	3	9	P	3	1819	21.956	2.8112	-4.7456	-0.8577	-2.2183	-3.1936	-0.72101	-2.0425	1.552	0.13669	0.17585	-1.3238	-2.8446	-4.1353	-1.2693	-2.4746	-3.9741	0.069631	0.37009	0.16121	0.083852	0.10087	0.017013	0.0632	0.071575	0.0083749	5.0466	4.3807	-0.66584	4.3807
2008	920	923	190	8.894	5	1	3	9	P	3	1508.6	21.933	2.3925	-4.3672	-0.79328	-2.1782	-2.9825	-0.76154	-0.62594	1.3847	0.031736	1.5522	-1.7964	-3.0427	-4.1551	-1.2479	-2.089	-3.2948	0.44757	0.9538	0.60663	0.08711	0.14322	0.056107	0.060254	0.10317	0.042919	3.8927	17.462	13.569	8.2538
2008	924	926	194	10.16	4	1	3	9	P	3	988.13	18.034	0.89594	-2.9825	-0.76154	-2.025	-0.3269	NA	-0.15693	2.6556	NA	1.868	-1.5752	-2.7434	-3.7369	-0.54546	-1.8045	-3.406	1.085	1.2226	0.72401	0.10782	0.16061	0.052795	0.074516	0.12392	0.049401	17.462	12.329	-5.1323	12.329
2008	927	929	197	19	3	1	3	9	P	3	1079	18.473	0.98708	-0.4334	NA	-0.34973	-0.44019	NA	-0.1	-0.006792	NA	0.24973	-0.6126	-2.2686	-3.524	-0.35081	-1.2925	-2.9915	0.38933	0.89062	0.27968	0.1323	0.17236	0.040053	0.098136	0.1383	0.040164	12.329	15.883	3.5541	13.753
2008	930	937	200	7.366	3	1	3	9	P	3	1817.5	23.465	2.2796	-0.44019	NA	-0.11932	-0.32239	NA	-0.1	0.1178	NA	0.019316	-0.35081	-1.4021	-3.0879	-0.18095	-0.72607	-2.8176	0.04739	0.40591	0.27036	0.15498	0.15201	-0.0029682	0.12506	0.12561	0.00055745	13.753	14.364	0.61135	9.8294
2008	938	938	208	27.69	8	1	3	9	P	3	1339.2	22.415	2.1173	-0.32963	NA	-0.1	NA	NA	NA	NA	NA	NA	-0.24686	-0.98906	-3.0096	NA	NA	NA	NA	NA	NA	0.10879	0.12582	0.017031	0.094219	0.10708	0.012858	8.8407	24.761	15.92	NA
2008	939	947	209	28.95	1	1	3	9	P	3	539.31	18.788	0.30375	NA	NA	NA	-0.32087	NA	-0.1	NA	NA	NA	NA	NA	NA	-0.18997	-0.19662	-0.94173	NA	NA	NA	0.12582	0.18776	0.061935	0.10708	0.17647	0.069394	24.761	18.663	-6.0981	16.536
2008	948	958	218	34.544	9	1	3	9	P	3	1700	24.111	2.7992	-0.33699	NA	-0.1	NA	NA	NA	NA	NA	NA	-0.2025	-0.24944	-1.5985	NA	NA	NA	NA	NA	NA	0.10403	0.18602	0.081988	0.11095	0.18781	0.076853	20.28	32.616	12.337	15.426
2008	959	959	229	12.954	11	1	3	9	P	3	1606.5	21.812	2.0384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10329	0.096739	-0.0065518	0.1081	0.1032	-0.0048915	13.03	27.203	14.173	NA
2008	960	968	230	11.936	1	1	3	9	P	3	1213.3	17.617	1.4475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.096739	0.17375	0.077011	0.1032	0.16981	0.066602	27.203	28.923	1.7203	13.876
2008	969	973	239	19	9	1	3	9	P	3	1545.6	20.999	2.0337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.10952	0.16237	0.052849	0.10796	0.13614	0.028185	17.779	16.395	-1.3833	13.518
2008	974	982	244	17.272	5	1	3	9	P	3	1220	19.949	1.6382	NA	NA	NA	NA	-0.1	NA	NA	NA	NA	NA	NA	NA	-0.14774	-0.23736	-0.29765	NA	NA	NA	0.13922	0.18023	0.041012	0.11333	0.15127	0.037941	13.518	NA	NA	NA
2008	983	1007	253	8.382	9	1	3	9	P	3	1442.2	19.36	1.9486	NA	-0.1	NA	-0.3358	-0.046299	-0.1	NA	0.053701	NA	-0.25701	-0.26845	-0.35104	-0.22743	-0.19052	-0.22223	0.00060643	0.015644	0.020533	0.11724	0.12821	0.010968	0.098778	0.11849	0.019707	NA	NA	NA	NA
2008	1008	1008	278	6.35	25	1	3	9	P	3	1408.9	17.957	1.9359	-0.69934	-0.61009	-0.1	-0.73675	-0.69444	-0.1	-0.037402	-0.084357	0	-1.4573	-1.1814	-0.75634	-1.5587	-1.2294	-0.83906	-0.10139	-0.048048	-0.044558	0.062296	0.060921	-0.0013755	0.049157	0.047575	-0.0015829	10.702	11.97	1.2676	NA
2008	1009	1017	279	29.464	1	1	3	9	P	3	1218.2	17.434	1.88	-0.73675	-0.69444	-0.1	-0.78013	-0.1	-0.1	-0.043385	0.59444	0	-1.5587	-1.2294	-0.83906	-0.64773	-0.34718	-0.53683	0.88815	0.88222	0.28763	0.060921	0.16863	0.10771	0.047575	0.14891	0.10134	11.97	21.057	9.0872	11.986
2008	1018	1023	288	10.16	9	1	3	9	P	3	1195.1	14.029	1.1396	-0.78013	-0.63102	-0.1	NA	-0.1	NA	NA	0.53102	NA	-1.1847	-0.94285	-0.8399	-0.069048	-0.24117	-0.60968	1.4885	0.80278	0.49614	0.12843	0.16112	0.032687	0.10247	0.12819	0.025722	9.1127	13.383	4.2702	6.5908
2008	1024	1061	294	13.716	6	1	3	9	P	3	1201.7	10.639	1.131	NA	-0.1	NA	NA	-0.1	-0.1	NA	0	NA	-0.096111	-0.2837	-0.70887	-0.14625	-0.1997	-0.28523	0.053097	0.07081	0.33505	0.14284	0.17934	0.036506	0.11333	0.14919	0.035861	12.504	14.605	2.1008	5.2981
2009	1197	1209	101	9.652	60	1	3	9	P	3	1340.4	8.122	1.0739	-1.4	-1.6393	-0.12615	-1.4699	-1.7807	-0.13828	-0.069893	-0.14136	-0.01213	-1.9068	-1.4847	-1.4167	-1.9955	-1.6665	-1.4746	-0.038871	-0.12918	-0.057911	0.025954	0.040994	0.01504	0.025	0.05085	0.02585	6.9964	12.908	5.912	5.6992
2009	1210	1234	114	12.5	13	1	3	9	P	3	1574.8	11.647	1.4294	-1.7816	-2.2686	-0.25768	-0.5835	-0.069001	-0.00793	1.1981	2.1996	0.24975	-2.271	-1.8587	-1.6379	-1.6179	-1.6856	-1.4317	0.65313	0.21977	0.06564	0.020632	0.12566	0.10503	0.031067	0.067232	0.036165	4.204	9.2015	4.9975	4.5343
2009	1235	1237	139	19	25	1	3	9	P	3	1728.7	19.33	2.3688	-1.9424	-2.3451	-0.33672	-1.6068	-0.048973	-0.31784	0.33558	2.2961	0.018878	-4.1519	-3.0531	-2.4616	-3.3717	-2.3854	-2.3466	0.64902	0.69587	0.33845	0.040053	0.12836	0.088305	0.022995	0.081502	0.058507	5.418	5.5873	0.16932	3.7413
2009	1238	1238	142	7.62	3	1	3	9	P	3	1251.5	19.647	2.1992	-2.0985	-2.41	-0.37841	-1.3009	-0.1	-0.26069	0.7976	2.31	0.11772	-4.3428	-3.1738	-2.702	-2.7423	-1.9497	-1.6374	1.5671	1.2241	0.60128	0.10385	0.11576	0.011909	0.067036	0.072527	0.0054905	3.7413	6.9535	3.2121	NA
2009	1239	1240	143	12.7	1	1	3	9	P	3	424.95	12.27	0.39875	-1.3009	-0.1	-0.26069	NA	NA	NA	NA	NA	NA	-2.7423	-1.9497	-1.6374	NA	NA	NA	NA	NA	NA	0.11576	0.16475	0.048994	0.072527	0.12185	0.049323	6.9535	11.055	4.1015	NA
2009	1241	1256	145	3.556	2	1	3	9	P	3	1465.1	14.603	0.92875	NA	NA	NA	-0.43654	-0.037975	-0.1	NA	NA	NA	NA	NA	NA	-0.90525	-1.2111	-1.1695	NA	NA	NA	0.14626	0.15706	0.010805	0.10668	0.1178	0.011116	4.9068	9.3647	4.4579	9.3647
2009	1257	1260	161	4.064	16	1	3	9	P	3	1565	18.446	2.2081	-0.6659	-0.34793	-0.1	-0.69855	-0.37179	-0.1	-0.032647	-0.023857	0	-1.5118	-1.6065	-1.4529	-1.3517	-1.6839	-1.3739	0.082803	0.021118	-0.043864	0.079309	0.076178	-0.0031311	0.053766	0.064384	0.010618	13.353	11.048	-2.3056	11.048
2009	1261	1269	165	3.048	4	1	3	9	P	3	1496.1	20.438	2.1934	-0.69855	-0.37179	-0.1	-0.95401	-0.85369	-0.009807	-0.25547	-0.4819	0.090193	-1.3517	-1.6839	-1.3739	-1.9793	-1.9595	-1.6679	-0.38709	-0.25058	-0.17788	0.073355	0.071183	-0.0021719	0.055557	0.061484	0.0059268	6.0582	8.678	2.6199	6.734
2009	1270	1274	174	6.096	9	1	3	9	P	3	1519.3	22.538	2.5307	-1.5136	-1.8831	-0.2103	-1.6388	-1.9765	-0.25203	-0.12518	-0.093399	-0.041735	-2.8404	-2.6785	-2.1802	-2.8345	-2.7455	-2.0142	0.0059189	-0.10714	-0.0085961	0.061084	0.056559	-0.0045247	0.04709	0.059601	0.012511	2.6657	7.8869	5.2212	7.6709
2009	1275	1276	179	3.048	5	1	3	9	P	3	1224.5	22.208	2.3205	-1.9067	-2.4528	-0.41846	-1.98	-2.5669	-0.46577	-0.0733	-0.114	-0.047303	-3.3999	-2.9282	-2.1725	-3.2432	-2.9903	-2.1448	0.15677	0.0017634	0.027744	0.053138	0.055201	0.0020633	0.046095	0.053681	0.0075859	2.4432	6.8836	4.4404	NA
2009	1277	1279	181	19.508	2	1	3	9	P	3	1033.6	19.54	0.99313	-1.98	-2.5669	-0.46577	-1.9544	-1.8508	-0.48172	0.02558	0.71602	-0.015955	-3.2432	-2.9903	-2.1448	-2.1748	-2.6253	-1.7919	0.77787	0.30429	0.1668	0.054821	0.077463	0.022642	0.051191	0.096227	0.045035	4.806	13.506	8.6997	13.506
2009	1280	1296	184	33.784	3	1	3	9	P	3	1678.8	23.11	2.9488	-1.9544	-1.8508	-0.48172	-0.31374	-0.001251	-0.1	1.6406	1.8496	0.38172	-2.1748	-2.6253	-1.7919	-0.26088	-0.26171	-0.73095	1.8672	2.5424	0.99851	0.064504	0.1748	0.1103	0.08247	0.16029	0.077821	13.506	12.636	-0.86978	12.162
2009	1297	1297	201	8.386	17	1	3	9	P	3	1681.7	25.144	3.1153	-0.82624	-0.72856	-0.1	-0.89136	-0.88996	-0.1	-0.065121	-0.1614	0	-1.836	-1.8368	-1.5439	-1.5714	-1.2451	-0.81796	0.17313	0.48511	0.75807	0.079762	0.081336	0.0015746	0.061079	0.064	0.0029212	11.593	13.596	2.0021	NA
2009	1298	1304	202	6.858	1	1	3	9	P	3	1599.1	26.066	3.6137	-0.89136	-0.88996	-0.1	-0.97357	-0.59612	-0.002166	-0.082207	0.29384	0.097834	-1.5714	-1.2451	-0.81796	-0.98437	-0.81014	-1.0469	0.60013	0.53374	-0.041581	0.081336	0.15542	0.074079	0.064	0.10868	0.044677	13.596	19.427	5.8317	16.019
2009	1305	1319	209	7.37	7	1	3	9	P	3	1639.2	23.14	2.4586	-1.1215	-0.93866	-0.1	-1.1696	-0.95478	-0.013043	-0.0481	-0.01613	0.086957	-1.5562	-1.3487	-1.339	-1.653	-1.2716	-1.57	-0.096812	0.071612	-0.23099	0.11169	0.10872	-0.0029682	0.078009	0.090587	0.012579	12.909	14.894	1.9854	14.894
2009	1320	1321	224	6.604	15	1	3	9	P	3	1582.9	24.227	3.1298	-1.924	-2.321	-0.35409	-2.0013	-2.2197	-0.41517	-0.077279	0.1013	-0.061071	-2.8337	-2.6633	-2.2458	-2.8375	-2.6286	-2.1605	0.011392	0.034707	-0.096954	0.075834	0.07102	-0.0048143	0.046384	0.060395	0.014011	2.5073	12.233	9.7252	NA
2009	1322	1330	226	3.048	2	1	3	9	P	3	1603.1	21.468	2.8312	-2.0057	-2.3485	-0.44852	-1.9707	-2.2711	-0.47082	0.035011	0.077427	-0.022297	-2.9847	-2.8455	-2.2518	-2.5753	-2.0868	-2.0459	0.36817	0.75868	0.20593	0.068034	0.072341	0.0043076	0.048873	0.067028	0.018156	4.0557	8.2784	4.2228	6.7956
2009	1331	1332	235	14.984	9	1	3	9	P	3	1593.8	23.659	2.8525	-2.4566	-3.1668	-0.71034	-2.5235	-3.2744	-0.75111	-0.066894	-0.10763	-0.040768	-3.3575	-2.9753	-2.5995	-3.5238	-3.2558	-2.7173	-0.16629	-0.31207	-0.11783	0.067907	0.15936	0.091454	0.048426	0.1051	0.056676	3.791	12.069	8.2777	NA
2009	1333	1339	237	4.318	2	1	3	9	P	3	844.54	18.551	1.2138	-2.5235	-3.2744	-0.75111	-1.6155	-0.50545	-0.51686	0.90804	2.769	0.23425	-3.5238	-3.2558	-2.7173	-0.85526	-0.89353	-1.4283	2.7595	2.6667	1.4274	0.092196	0.15614	0.063944	0.063054	0.11083	0.047772	3.8524	19.098	15.245	17.898
2009	1340	1347	244	3.81	7	1	3	9	P	3	1406	20.211	2.2614	-2.111	-1.485	-0.74278	-1.5495	-0.5631	-0.47757	0.56152	0.92192	0.26521	-1.3709	-1.4661	-1.8484	-0.95133	-1.027	-1.4265	0.14956	0.36077	0.30143	0.11766	0.11279	-0.0048686	0.081195	0.079648	-0.0015474	11.831	7.4014	-4.43	4.7484
2009	1348	1354	252	8.382	8	1	3	9	P	3	1414	20.297	2.2627	-1.8208	-1.4506	-0.64492	-1.8899	-1.5545	-0.69353	-0.069135	-0.10392	-0.048609	-1.9617	-1.9006	-1.9542	-1.7533	-1.7984	-1.9027	0.19242	0.067455	0.051555	0.087164	0.10099	0.013828	0.061449	0.075734	0.014285	1.8944	10.053	8.1584	7.2324
2009	1355	1355	259	11.43	7	1	3	9	P	3	1380.3	18.234	1.8063	-1.9474	-1.8632	-0.76437	-2.0171	-1.983	-0.74846	-0.069643	-0.11978	0.015902	-2.1194	-2.1023	-2.1281	-2.1043	-2.0445	-2.196	0.064399	0.057783	0.12068	0.084124	0.096521	0.012398	0.060027	0.065896	0.0058689	5.6013	11.717	6.116	NA
2009	1356	1356	260	6.604	1	1	3	9	P	3	1162.6	16.329	1.2887	-2.0171	-1.983	-0.74846	-2.0107	-1.8812	-0.81373	0.006399	0.1018	-0.065267	-2.1043	-2.0445	-2.196	-2.0132	-2.0916	-2.2359	0.092438	0.043208	-0.039934	0.096521	0.19196	0.095436	0.065896	0.11181	0.04591	11.717	2.4135	-9.3038	NA
2009	1357	1358	261	3.556	1	1	3	9	P	3	373.87	12.651	0.2425	-2.0107	-1.8812	-0.81373	-1.7857	-0.90366	-0.76885	0.22499	0.97754	0.044882	-2.0132	-2.0916	-2.2359	-1.0546	-1.2821	-2.032	0.95863	0.71278	0.20389	0.19196	0.1896	-0.0023529	0.11181	0.11951	0.0077052	2.4135	9.5947	7.1812	NA
2009	1359	1388	263	3.556	2	1	3	9	P	3	889.09	13.603	0.64313	-1.8662	-1.5054	-0.80293	-1.1295	-0.054497	-0.69107	0.73672	1.4509	0.11186	-1.2947	-1.4446	-2.1425	-0.66312	-0.73297	-1.737	0.72763	0.70947	0.51236	0.18256	0.17905	-0.0035112	0.11352	0.11585	0.0023227	9.5947	17.484	7.8894	11.015
2009	1389	1389	293	21.336	30	1	3	9	P	3	1357.8	15.522	1.6881	-2.1028	-2.1629	-1.9409	-2.1332	-2.2213	-1.9856	-0.030389	-0.058446	-0.044676	-2.2314	-2.3638	-2.7293	-2.4147	-2.4703	-2.8728	-0.11	-0.10651	-0.051024	0.067092	0.084467	0.017375	0.041799	0.05749	0.015692	3.3856	9.6057	6.2201	NA
2009	1390	1396	294	13.462	1	1	3	9	P	3	924.51	13.279	1.55	-2.1332	-2.2213	-1.9856	-1.9469	-0.1	NA	0.18624	2.1213	NA	-2.4147	-2.4703	-2.8728	-0.35465	-0.72283	-1.3953	1.9012	1.798	1.5514	0.084467	0.19677	0.1123	0.05749	0.14222	0.084726	9.6057	8.4873	-1.1183	6.0028
2009	1397	1427	301	22.556	7	1	3	9	P	3	909.62	7.8402	0.71875	-1.9469	-1.9026	NA	-0.3121	-0.1	-0.001219	1.6348	1.8026	NA	-0.71121	-1.3656	-2.7095	-0.13438	-0.16503	-0.44997	0.61702	1.1368	2.2494	0.15706	0.19183	0.034768	0.10516	0.13968	0.034514	6.899	11.207	4.3078	NA
2010	1521	1527	60	4.064	1	1	3	9	P	3	546.29	3.7711	0.35188	NA	-0.1	-0.1	NA	-0.1	-0.003211	NA	0	0.096789	-0.17514	-0.20554	-0.27365	-0.16809	-0.17363	-0.24661	0.0070488	0.0093334	0.02704	0.167	0.18921	0.022207	0.12476	0.14338	0.018617	3.7065	15.684	11.977	4.3414
2010	1528	1534	67	8.128	7	1	3	9	P	3	1131.4	6.25	0.76036	NA	-0.1	-0.1	NA	-0.1	-0.003794	NA	0	0.096206	-0.18319	-0.19092	-0.2742	-0.16614	-0.16865	-0.23953	0.017042	0.014435	0.034666	0.17225	0.19912	0.026877	0.12725	0.15009	0.022836	12.8	13.357	0.55787	NA
2010	1535	1539	74	6.604	7	1	3	9	P	3	1262.4	3.9234	0.63054	NA	-0.1	-0.008582	NA	-0.1	-0.006593	NA	0	0.001989	-0.17564	-0.18151	-0.25581	-0.16921	-0.14525	-0.24092	0.0064297	0.0083881	0.01489	0.17677	0.19261	0.015837	0.13311	0.14509	0.011982	13.357	22.572	9.2141	9.916
2010	1540	1542	79	9.652	5	1	3	9	P	3	1308.4	5.7788	0.822	NA	-0.1	-0.0117	NA	NA	NA	NA	NA	NA	-0.17674	-0.15014	-0.25238	NA	NA	NA	NA	NA	NA	0.18731	NA	NA	0.13913	NA	NA	16.244	NA	NA	NA
2010	1543	1566	82	4.064	3	1	3	9	P	3	1209.6	4.2189	0.72354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2010	1567	1567	106	3.81	24	1	3	9	P	3	1551.5	10.899	1.4368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2010	1568	1572	107	10.414	1	1	3	9	P	3	1557.6	12.536	1.1475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2010	1573	1582	112	9.398	5	1	3	9	P	3	1318	12.778	1.0887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2010	1583	1585	122	4.064	10	1	3	9	P	3	1507	10.536	1.2535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2010	1586	1608	125	19	3	1	3	9	P	3	1311.7	10.483	1.0379	NA	NA	NA	-0.49482	-0.029717	-0.088034	NA	NA	NA	NA	NA	NA	-0.36052	-0.34842	-0.28588	NA	NA	NA	NA	0.16705	NA	NA	0.1214	NA	NA	16.188	NA	13.717
2010	1609	1613	148	13.462	23	1	3	9	P	3	1776.2	17.479	2.1663	-0.60918	-0.29341	-0.21909	-0.66228	-0.26844	-0.28546	-0.053104	0.024971	-0.066366	-1.0762	-0.95566	-0.6277	-0.56483	-0.72133	-0.66281	0.51137	0.19955	-0.03511	0.088612	0.11784	0.02923	0.055398	0.096741	0.041343	10.701	14.396	3.6954	13.652
2010	1614	1639	153	19	5	1	3	9	P	3	1763.5	21.274	2.8189	-0.73408	-0.33756	-0.34326	-0.73136	-0.018743	-0.40647	0.00272	0.31882	-0.063208	-1.1547	-1.0111	-0.73334	-0.37011	-0.47362	-0.737	0.78461	0.53744	0.060509	0.090295	0.17053	0.080233	0.063121	0.12157	0.058451	12.17	16.798	4.628	15.043
2010	1640	1640	179	6.858	26	1	3	9	P	3	1759.4	24.593	3.449	-1.9844	-2.573	-1.7194	-2.0663	-2.7658	-1.7896	-0.081846	-0.19277	-0.070224	-4.206	-2.8089	-2.1285	-3.7682	-2.9142	-2.214	-0.16896	-0.10531	-0.08548	0.048523	0.046061	-0.0024615	0.037055	0.037227	0.0001725	2.1358	2.0396	-0.096211	NA
2010	1641	1643	180	19	1	1	3	9	P	3	1688	18.696	2.6606	-2.0663	-2.7658	-1.7896	-1.0648	-2.6072	-0.20104	1.0014	0.15857	1.5886	-3.7682	-2.9142	-2.214	-2.4072	-2.0499	-1.8394	1.3533	0.79399	0.37462	0.046061	0.16544	0.11938	0.037227	0.12216	0.084931	2.0396	18.592	16.552	18.592
